"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a/ACg8ocKO1Tp0-8sS0uEE_XR2N0OO1goKnqaV9QMamvxFFkwugQYk2w=w36-h36-p-rp-mo-ba3-br100","Fabienne Van Delsen","Local Guide · 29 reviews","a year ago","Excellent care and very friendly, the food was tasty, but a choice between 2 menus would be pleasant","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVlsdnMnQ7sGbcekHFwpm3PsOWyqbuk-cc9GmpeeFl9-dCilbNf=w36-h36-p-rp-mo-br100","Sude","1 review","a year ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWZ732oKS0PqgbENuWLZ-k1gGuGe9ugBB65-CYgiFuBfd3ZR8TzEw=w36-h36-p-rp-mo-br100","Marc W","11 reviews · 1 photo","a year ago","The patient's time is also important
An hour delay without anyone coming to say anything: NOT DONE☹️

And then that standard answer, we're sorry... you're not sorry, just another annoying patient.☹️☹️","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjWyJ77ZmRYCOlp4LbW0jIyg49YEhtrXyNzBJE2gTouv1QprqnE=w36-h36-p-rp-mo-ba3-br100","Hatice Köse","Local Guide · 30 reviews · 15 photos","a year ago","Professor ELS DE LEENHEER is very short and blunt with her patients!!!","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUTeICNvyo7E4sFWCar1XDjKvD3_UFZdX0_IO-ZMnw7xJkyMpeNuA=w36-h36-p-rp-mo-ba6-br100","tGENTeneeRke Rugzak","Local Guide · 599 reviews · 2,363 photos","a year ago","Bistro in building 12","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVuZsfOl7IyBWhxJEqgU7C4ZhuxlWckp3kM6vJGn2n_aYYbM9AB=w36-h36-p-rp-mo-ba3-br100","hetea ciprian","Local Guide · 34 reviews · 25 photos","a year ago","Very well organised, easy to sign in, polite personnel, lots of parking places.","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjUkvQAw6DDP7R6wAXE6-9_q685uUMWEaMUsU_plHV1ybN2VfxjT=w36-h36-p-rp-mo-ba3-br100","SOUFIANE EL SUFYANI99","Local Guide · 18 reviews · 7 photos","a year ago","Fantastic hospital!
Prof!","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL3pYB1d1J4HESWJhYkbotcga_9Zdgksw33nGnhRnSZBFZmmQ=w36-h36-p-rp-mo-ba5-br100","W.","Local Guide · 122 reviews · 19 photos","Edited a year ago","no parking space","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK7mBerkxQykuAfeeKYo2Jz9hd5he1kB8bIDZrq_JBW5OjYSA=w36-h36-p-rp-mo-br100","Wansaby Vampune","10 reviews · 2 photos","a year ago","It is better to go elsewhere for teeth, they make useless agreements for which you have to take time off work and then say that they cannot do anything. Then they force you to pay again... there is no response to such complaints. I will avoid this hospital in the future.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocI3xl2Y2ZaAaBLbOei5vSm-vJI_ngr-wDPSa_j1E5YchW9eSA=w36-h36-p-rp-mo-ba4-br100","Miranda Teegelaar","Local Guide · 56 reviews · 27 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9uA9zLlP-tn58GXmWk1p7aYTYFL7cs3M_aPPKX3tgIkmywghH2A=w36-h36-p-rp-mo-ba4-br100","Mohammad Rahim zanjiri","Local Guide · 121 reviews · 158 photos","2 years ago","Get well soon","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKSz9tQrIJMsdE9joFUtIeyUSeSvwyjtFHKeE_Dl2DNz3CczA=w36-h36-p-rp-mo-br100","julie Gardelein","2 reviews","2 years ago","Extremely bad service! Baby was choking, so we call an ambulance. It took more than 20 minutes (!!!!!!!) before the emergency services arrived. Then called a second time, and they were quite rude. I asked where the ambulance was since it was serious, to which I received the answer ""yes ma'am, it is busy."" It's fortunate that we were able to intervene in time, because if it had been based on the speed of the emergency services, things might have ended differently!!!!","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjUeKVvG5x8eIXxs_cp2ZLhy5B5nSAebStWan9X1U9rsNOF5O3ZA=w36-h36-p-rp-mo-ba3-br100","Lins","Local Guide · 45 reviews · 45 photos","2 years ago","Friendly staff. Good hospital for cancer treatments. And a good burn center.
Outdated buildings, even though some parts have already been renovated.
Cafeteria is a disaster!! Very small kitchen. Very small refectory and uncomfortable seating.
No tasty hot meals. Miss (a large kitchen). You can buy spaghetti bolognese in the fridge and then heat it in the microwave in the refectory...
€3.20 for a small bottle of soft drink!
€8.5 for a small salad!
Finding your way is like walking through a maze. Let's not talk about parking! Far too little space.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUPSAaBLAFfs3I5WN70XynYQM5sJO9-5ohqIS528bFLNFzr0Bi_=w36-h36-p-rp-mo-ba4-br100","Ahmet Karaca","Local Guide · 50 reviews · 6 photos","2 years ago","Serial work","Translated by Google","・","See original (Afrikaans)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVZQvoOKAKYk1QcywUhFRS478T9tp0OCdq7ds1IdwMqRhTXRIc=w36-h36-p-rp-mo-ba5-br100","Filip Vandendriessche","Local Guide · 392 reviews · 151 photos","2 years ago","Very good hospital and very friendly","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIRQdGYupOo15IL09U5d2Jk6yK7ZhikXYP4aqDhtf3IsRpk=w36-h36-p-rp-mo-br100","Isaew Isaew","1 review","2 years ago","This hospital is simply the best!","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJXgo8YTvU4xe8hWQXVzMbDoOmUi9A6s-i1qYzQwdncu5DJVQ=w36-h36-p-rp-mo-br100","Kubos Smsk","2 reviews","2 years ago","We went to the emergency reception, very friendly. But the nurse and the doctor were so unfriendly, they said why did I go to the emergency room at night and the nurse said do you ever go to the emergency room when there is pain? Where should we go when we are in pain? They were treated in such an unfriendly way, we were not even helped, too bad","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXsqU2eYtpQ4FT7Ht4hKo6t3EROvDwJnSAW__HtoJQpx-ip9y28uA=w36-h36-p-rp-mo-ba3-br100","gothier degryse","Local Guide · 66 reviews · 28 photos","2 years ago","What friendly people, one of the best hospitals!!","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJfUrYBKYAZbVSsSvOxmFE9DrE4vBvjQUH64J5VazPRbI2c_g=w36-h36-p-rp-mo-ba4-br100","Bianca Van Vossel","Local Guide · 61 reviews · 16 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUMWBVBX4fk9tgr_gjp-HFSEffffz7DeUxI-C12GMszqQlG8qzl=w36-h36-p-rp-mo-ba5-br100","Gert Boudens (Gertje)","Local Guide · 160 reviews · 153 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWj0eyBsyYDejxGoVdJPHusgN0xPJxO2lNJFcvEQnO2CXYw1z-S=w36-h36-p-rp-mo-br100","jennifer chambers","7 reviews","2 years ago","Even a 0 star.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocLg4qwC0T4A4Lz--g8SPFrF4UsSs8TrtE0Yotd2SRDoq7hnxw=w36-h36-p-rp-mo-ba5-br100","Silke Haesevoets","Local Guide · 71 reviews · 6 photos","2 years ago","Everything is clearly indicated","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX0aksLu73O_HzQ4LBaqQ7mUtqFjuRvTPgoPClpuGXB2b6KfmK1=w36-h36-p-rp-mo-br100","Jan CLAEYS","14 reviews · 1 photo","2 years ago","Everything is professionally organised","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKKwRyW_vb518Mdcv2gzrjZx6WtvC35y1HN7y_eO_ElXNb1CQ=w36-h36-p-rp-mo-br100","Olivier Ladon","4 reviews","2 years ago","I came here 17 years ago to the rehabilitation center and didn't want to leave. Had a few problems in general in the uz (mistakes by doctors) but it remains a second home but with fellow sufferers among each other. I thought it was a hotel with wellness, 3 times delicious food and then all the freedom you got. Had TV, playstation and microwave in my room. Was a nice time in a dark period 👏👏👏","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjVxtqzwBqsrP1v1M0LxEMioUBYEDibMsROPirdOCIn4lwI2zFn9uA=w36-h36-p-rp-mo-br100","Liz","5 reviews","2 years ago","I am a exchange student and I came here after not being able to find a single dentist available for an appointment until July.
The personal was really kind, I felt conforted. I needed a reparation in a piece and they help me out and even gave me a medical report for me to deliver to my insurance company. I don't know if it's a general cost but I payed 100 euro for being an emergency. They take card (I don't know if cash as well)","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9v9QHImIIzxGXD-wrzb4vwECx33lvsfuxWDVKkG3pLdiudu4=w36-h36-p-rp-mo-ba4-br100","Michiel Lanssens","Local Guide · 67 reviews · 94 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXUWWWF5HU0n9uHs3Zylyjt5d0F2M2ZU_Tue9VP7K9bplyFrNkX=w36-h36-p-rp-mo-ba4-br100","Marie-Jeanne Maesschalk","Local Guide · 3 reviews","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKya61O6FMAO4W8jz9t7ccX04ReFXSiCtvUBLtgCSHmI_TStQ=w36-h36-p-rp-mo-ba4-br100","Pascal Benoit","Local Guide · 139 reviews · 1 photo","2 years ago","Clear explanation","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVseGVgPef974T-X2wxG6EQTIhK0r5K-DTEYgaAlnYXytMorFVc2g=w36-h36-p-rp-mo-ba3-br100","Kurt Vansevenant","Local Guide · 30 reviews · 15 photos","2 years ago","Amateurs and unfriendly and
appointments not kept 4 times,
so I came there 4 times for nothing!
Ombudsman service is paid to drink coffee","Translated by Google","・","See original (Dutch)","","","Share","Like","7"
"https://lh3.googleusercontent.com/a-/ALV-UjUla45tTLsq_fFoHh4hkxLa5HxKecM8J3pJKwkaAnpQoDcmmfnYeg=w36-h36-p-rp-mo-ba3-br100","junior boy","Local Guide · 36 reviews · 34 photos","2 years ago","Sometimes very good and friendly and sometimes the opposite. Get well soon to everyone!","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUYaYKplt3jpNC-j9-PgyaCxz_GC_mgzNdbSyLwrpPyofwW5Yec=w36-h36-p-rp-mo-ba5-br100","Blaerke metal","Local Guide · 56 reviews · 24 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXaj0BfM193HomYqNX2EpGUj7F25HwBOSSLDCPi0onaCytkoRo=w36-h36-p-rp-mo-br100","Pierre Bonte","2 reviews","2 years ago","Good reception, friendly. Thanks to everyone, see you next week aplus Pi.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocK9tcjz79eEDp6K9hllhWtN4dpoM9A6KTwHpDqCM2BKOICe7KI=w36-h36-p-rp-mo-br100","Siwezak Cyril","","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVT8HIpAEncIzgdR6oTClEmDhUIgKopHTYRCIkMUkkxgixJzLDy=w36-h36-p-rp-mo-ba2-br100","Julie Ronvaux","Local Guide · 5 reviews","2 years ago","Very good hospital for children","Translated by Google","・","See original (French)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUtNadrEmok8ORIBDQtqYNyd2NkZbTS77hLV-bEJjKLrXWMVZSA=w36-h36-p-rp-mo-ba5-br100","Bob Thys","Local Guide · 290 reviews · 77 photos","2 years ago","Busy hospital","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUk-CSs8TKic7gNIDg3IKOpJiwl3Bamcb81vypQDi_biM4S2Ve6=w36-h36-p-rp-mo-br100","stephan vandenbulcke","","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9OduP5R7bf3nsWp9X9M8Vp0jY3EvvgAdL-Gl5Q9xE-RWC7HRj=w36-h36-p-rp-mo-ba3-br100","Tom De Smet","Local Guide · 36 reviews · 13 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW1I5UmsHIbnnLNBuJFF4Gqn5wZPPwgONDLHc2GQfwTq8a93fw=w36-h36-p-rp-mo-br100","Thedifference","7 reviews","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXh-ZBed4d6iB-ry1_nsNxoibiE0Woka6RErB_1-S7U_3qycRzE=w36-h36-p-rp-mo-ba3-br100","A O","Local Guide · 48 reviews","2 years ago","The care received there deserves a 15/20.

The healthcare staff is diverse: But overall, it deserves a 13/20.

As for the reception: some people have to undergo (again) training to become professionals.","Translated by Google","・","See original (French)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXHIHHM6WzsJjOK0MxCVKhE-H3xTOBBVMtaDbn53Lk-xCkShao=w36-h36-p-rp-mo-br100","JP Peters","2 reviews · 1 photo","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKKT5_BWV7KsQFGX4qKp6-8fLp_NOozHq4nlFHBmjLdun5teA=w36-h36-p-rp-mo-ba4-br100","Christophe Verbeke","Local Guide · 133 reviews · 16 photos","2 years ago","Ok","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXNOKOvNyRVD6at6TAUoftONFRI7XUlmKMdU0bkbs5sHNp87acl=w36-h36-p-rp-mo-ba2-br100","Burak Sungu","Local Guide · 21 reviews · 9 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJIgAwtRJf-WZG34F0xfcQme9Mn7uqXz-5xz-VylamSYZeKfA=w36-h36-p-rp-mo-br100","daniëlle van den wijngaert","2 reviews","2 years ago","You need to get stronger but you don't get any food.....no management in the department!!!!urgent screening...","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocL-dX1UrV8xFU218VV6KnlX0G7CbuUn2tYVVkJj9YvxkXNXZA=w36-h36-p-rp-mo-br100","nourdin Nour","12 reviews · 1 photo","2 years ago","UZ Ghent is the best hospital, if they can't find it elsewhere, they still send people to UZ. Best hospital with the best doctors and professors. Even the smallest child knows that. So no discussion","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLbERqJ0tca7bm4MzJQu5tFw5sPKG8h_BPlbtnZRFcmo03pkw=w36-h36-p-rp-mo-br100","VESELIN VALCHEV","7 reviews","2 years ago","The worst hospital that I ever been ,my wife's appointment was on 9:40 the time is almost 12 and we are still waiting in the waiting room...We asked in the reception why is so much delay and the answer was ""When the doctor wants to accept you she will accept you""....Very disappointed!!! I'm not gonna come here again... Not recommended...","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJSr6QsEk2dmXlhw-aHHr6m0p2lWwbTXcPyCvmJXPBfdtnUDw=w36-h36-p-rp-mo-ba2-br100","mario roelandt","Local Guide · 16 reviews · 1 photo","2 years ago","Good","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIKRD0qw0MLg-uM-NgiNd7cJDQsybVXheNdzo6P3UvQlFXaig=w36-h36-p-rp-mo-br100","hassan hassan","5 reviews","2 years ago","Worst hospital, unfriendly staff. They are unable to draw up a medical certificate and have to wait 6 months for it, never again!","Translated by Google","・","See original (Dutch)","","","Share","Like","7"
"https://lh3.googleusercontent.com/a/ACg8ocLSJkpr01LIBGESZKj-EAYuV43xWhXpJ00coIRdkq3nHtw60w=w36-h36-p-rp-mo-br100","Lieve Vercautere","","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV-1Nw5VGgwC55mxPx8cF4SN_mvKqurDPhKjlx-cGEqfrLBKiAe=w36-h36-p-rp-mo-ba4-br100","Nel e","Local Guide · 146 reviews · 101 photos","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWMAdOCv_Gdy8qKQ78B_Id6U3Dei_XTq0iFE0uCXGkrUixz1Rw=w36-h36-p-rp-mo-ba3-br100","Logan Gilot","Local Guide · 34 reviews","2 years ago","Attentive staff and most understand French.","Translated by Google","・","See original (French)","","","Share","",""
